"article_key","test_text","p_value","p_comp","section","start","end","one_previous"
"40_3_569","     HSD: p = 0.054). This su","0.054","=","7","3005","3014"," "
"40_3_569","<U+2AFD> 11.325, p = 0.003). Post ho","0.003","=","7","7772","7781"," "
"40_3_569","eptible ( p = 0.004) and
oxid","0.004","=","7","8055","8064"," "
"40_3_569","silient ( p = 0.044) rats rel","0.044","=","7","8155","8164"," "
"40_3_569","<U+2AFD> 17.967, p < 0.001), both in","0.001","<","7","8628","8637"," "
"40_3_569","silient ( p = 0.031) rats, wh","0.031","=","7","8762","8771"," "
"40_3_569","n <U+2AFE> SEM. *p < 0.05, **p < 0.","0.05","<","8","2449","2457","*"
"40_3_569","< 0.05, **p < 0.01. Graph
sy","0.01","<","8","2461","2469","*"
"40_3_569"," <U+2AFD> 2.349, p = 0.105), indicat","0.105","=","9","2420","2429"," "
"40_3_569","   0.724, p = 0.520), indicat","0.52","=","9","3539","3548"," "
"40_3_569","e range. *p < 0.05, **p < 0.","0.05","<","10","893","901","*"
"40_3_569","< 0.05, **p < 0.01; n.s., no","0.01","<","10","905","913","*"
"40_3_569","ceptible: p = 0.001,
other (V","0.001","=","10","1592","1601"," "
"40_3_569"," <U+2AFD> 2.063, p = 0.099,         ","0.099","=","10","1660","1669"," "
"40_3_569","ceptible: p = 0.032). However","0.032","=","10","1722","1731"," "
"40_3_569"," <U+2AFD> 2.296, p = 0.156). Therefo","0.156","=","10","1803","1812"," "
"40_3_569","control ( p = 0.001). In othe","0.001","=","10","2904","2913"," "
"40_3_569"," <U+2AFD> 2.994, p = 0.039) and sign","0.039","=","10","3591","3600"," "
"40_3_569"," <U+2AFD> 5.329, p = 0.030) and Grou","0.03","=","10","3757","3766"," "
"40_3_569","ificant
( p < 0.05) post hoc","0.05","<","11","2348","2356"," "
"40_3_569"," <U+2AFD> 6.337, p = 0.001). Post ho","0.001","=","12","540","549"," "
"40_3_569","ey’s HSD: p = 0.041),
hM3Dq r","0.041","=","12","712","721"," "
"40_3_569","e (GFP-S;
p = 0.001) groups, ","0.001","=","12","1047","1056","
"
"40_3_569","n <U+2AFE> SEM. *p < 0.05, ***p < 0","0.05","<","12","1492","1500","*"
"40_3_569"," 0.05, ***p < 0.001; n.s., no","0.001","<","12","1505","1514","*"
"40_3_569","number ***p < 0.001.
of TPH2<U+2AF9>","0.001","<","12","2113","2122","*"
"40_3_569","ey’s HSD:
p = 0.620), or GFP ","0.62","=","12","2219","2228","
"
"40_3_569","ey’s HSD: p = 0.142) groups,
","0.142","=","12","2262","2271"," "
"40_3_585","y ANOVA ( p < 0.01) across r","0.01","<","3","7327","7335"," "
"40_3_585","icance at p < 0.01 (except f","0.01","<","3","7926","7934"," "
"40_3_585"," level to p < 0.05
tive was ","0.05","<","3","8713","8721"," "
"40_3_585","       or p < 0.005 affected ","0.005","<","3","8804","8813"," "
"40_3_585","F <U+2AFD> 0.35, p = 0.57; binocula","0.57","=","5","1631","1639"," "
"40_3_585","F <U+2AFD> 6.74, p = 0.01; contra-o","0.01","=","5","1662","1670"," "
"40_3_585","F <U+2AFD> 4.40, p = 0.04; n <U+2AFD> 17 f","0.04","=","5","1695","1703"," "
"40_3_585","F <U+2AFD> 0.23,
p = 0.64; binocula","0.64","=","5","2138","2146","
"
"40_3_585","F <U+2AFD> 6.29, p = 0.03; contra-o","0.03","=","5","2169","2177"," "
"40_3_585","F <U+2AFD> 0.02, p = 0.90; n <U+2AFD> 17 f","0.9","=","5","2202","2210"," "
"40_3_585","F <U+2AFD> 0.29, p = 0.59; binocula","0.59","=","5","2640","2648"," "
"40_3_585"," <U+2B0E> 0.05.
*p < 0.05, ****p < ","0.05","<","5","2932","2940","*"
"40_3_585","0.05, ****p < 0.0001.

compara","1e-04","<","5","2946","2956","*"
"40_3_585"," level to p < 0.05          ","0.05","<","5","3678","3686"," "
"40_3_585","gth in
or p < 0.005 (Fig. 2C,","0.005","<","5","3790","3799"," "
"40_3_585","beral (C: p < 0.05) or more ","0.05","<","6","5522","5530"," "
"40_3_585","s study ( p < 0.01; see Mate","0.01","<","6","5616","5624"," "
"40_3_585","psi-only: p = 0.75 (C), p = ","0.75","=","6","5711","5719"," "
"40_3_585","0.75 (C), p = 0.55 (D); for ","0.55","=","6","5725","5733"," "
"40_3_585","inocular: p = 0.01
(C), p = ","0.01","=","6","5754","5762"," "
"40_3_585","0.01
(C), p = 0.01 (D); for ","0.01","=","6","5768","5776"," "
"40_3_585","tra-only: p = 0.93 (C), p = ","0.93","=","6","5799","5807"," "
"40_3_585","0.93 (C), p = 0.05 (D). <U+2439> 2 ","0.05","=","6","5813","5821"," "
"40_3_585","p <U+2B0E> 0.1. †p < 0.1, *p < 0.0","0.1","<","6","6614","6621","†"
"40_3_585","p < 0.1, *p < 0.05, ****p < ","0.05","<","6","6624","6632","*"
"40_3_585","0.05, ****p < 0.0001.
","1e-04","<","6","6638","6648","*"
"40_3_585","F <U+2AFD> 0.65, p = 0.43, effect o","0.43","=","7","1225","1233"," "
"40_3_585","F <U+2AFD> 3.31, p = 0.03, interact","0.03","=","7","1265","1273"," "
"40_3_585","F <U+2AFD> 0.15, p = 0.93). B–E, n ","0.93","=","7","1298","1306"," "
"40_3_585","iveness ( p < 0.05). Overall","0.05","<","7","2348","2356"," "
"40_3_585","liberal ( p < 0.05)
al., 201","0.05","<","7","5003","5011"," "
"40_3_585","F <U+2AFD> 0.54, p = 0.47, binocula","0.47","=","8","1307","1315"," "
"40_3_585","F <U+2AFD> 4.32, p = 0.04, contra
v","0.04","=","8","1351","1359"," "
"40_3_585","F <U+2AFD> 2.42, p = 0.13). F, Perc","0.13","=","8","1387","1395"," "
"40_3_585","F <U+2AFD> 0.57, p = 0.46,
binocula","0.46","=","8","1545","1553"," "
"40_3_585"," <U+2AFD> 15.05, p = 0.004, contra v","0.004","=","8","1590","1599"," "
"40_3_585","F <U+2AFD> 0.03, p = 0.87). D–F, n ","0.87","=","8","1627","1635"," "
"40_3_585","F <U+2AFD> 2.37, p = 0.16; boutons ","0.16","=","9","1013","1021"," "
"40_3_585"," <U+2AFD> 10.96, p = 0.004; L4 versu","0.004","=","9","1063","1072"," "
"40_3_585","F <U+2AFD> 0.06, p = 0.80; binocula","0.8","=","9","1108","1116"," "
"40_3_585","F <U+2AFD> 7.94, p = 0.004;
binocula","0.004","=","9","1166","1175"," "
"40_3_585","F <U+2AFD> 1.98, p = 0.15; contra-o","0.15","=","9","1223","1231"," "
"40_3_585","F <U+2AFD> 2.29, p = 0.12; binocula","0.12","=","9","1281","1289"," "
"40_3_585"," <U+2AFD> 11.83, p = 0.0006; binocula","6e-04","=","9","1343","1353"," "
"40_3_585"," <U+2AFD> 0.001, p = 0.96; contra-o","0.96","=","9","1405","1413"," "
"40_3_585"," <U+2AFD> 13.46, p = 0.0002; binocula","2e-04","=","9","1467","1477"," "
"40_3_585","F <U+2AFD> 1.54, p = 0.21; contra-o","0.21","=","9","1600","1608"," "
"40_3_585","F <U+2AFD> 4.26, p = 0.05; boutons ","0.05","=","9","1883","1891"," "
"40_3_585","F <U+2AFD> 8.61, p = 0.003; contra-o","0.003","=","9","2110","2119"," "
"40_3_585","F <U+2AFD> 4.90, p = 0.02; binocula","0.02","=","9","2169","2177"," "
"40_3_585","F <U+2AFD> 3.91, p = 0.04; binocula","0.04","=","9","2230","2238"," "
"40_3_585","F <U+2AFD> 0.50, p = 0.47; contra-o","0.47","=","9","2289","2297"," "
"40_3_585","F <U+2AFD> 3.37, p = 0.06; contra-o","0.06","=","9","2487","2495"," "
"40_3_585","F <U+2AFD> 2.65, p = 0.12; effect o","0.12","=","9","2826","2834"," "
"40_3_585","F <U+2AFD> 4.42, p = 0.01. Post hoc","0.01","=","9","2867","2875"," "
"40_3_585","F <U+2AFD> 4.09, p = 0.04; binocula","0.04","=","9","2933","2941"," "
"40_3_585","F <U+2AFD> 7.49, p = 0.006; contra-o","0.006","=","9","2981","2990"," "
"40_3_585","F <U+2AFD> 4.02, p = 0.04. V1 L4 ne","0.04","=","9","3032","3040"," "
"40_3_585","F <U+2AFD> 1.04, p = 0.30; effect o","0.3","=","9","3081","3089"," "
"40_3_585","F <U+2AFD> 0.72, p = 0.48. V1 L2/3 ","0.48","=","9","3122","3130"," "
"40_3_585","F <U+2AFD> 0.54, p = 0.47; effect o","0.47","=","9","3173","3181"," "
"40_3_585","F <U+2AFD> 0.42, p = 0.65. In box p","0.65","=","9","3214","3222"," "
"40_3_585","p <U+2B0E> 0.1. †p < 0.1, *p < 0.0","0.1","<","9","3591","3598","†"
"40_3_585","p < 0.1, *p < 0.05, **p < 0.","0.05","<","9","3601","3609","*"
"40_3_585","< 0.05, **p < 0.01, ***p < 0","0.01","<","9","3613","3621","*"
"40_3_585"," 0.01, ***p < 0.001, ****p < ","0.001","<","9","3626","3635","*"
"40_3_585",".001, ****p < 0.0001.
","1e-04","<","9","3641","3651","*"
"40_3_585","F <U+2AFD> 0.78, p = 0.38; binocula","0.38","=","10","704","712"," "
"40_3_585","F <U+2AFD> 8.09, p = 0.008; contra-o","0.008","=","10","735","744"," "
"40_3_585","F <U+2AFD> 1.09, p = 0.30. C, Ipsi-","0.3","=","10","769","777"," "
"40_3_585"," <U+2AFD> 17.42, p = 0.0001). D, Cumu","1e-04","=","10","1010","1020"," "
"40_3_585","nov test, p = 0.01). E, Viol","0.01","=","10","1172","1180"," "
"40_3_585","F <U+2AFD> 1.30, p = 0.27; binocula","0.27","=","10","1366","1374"," "
"40_3_585"," <U+2AFD> 10.03, p = 0.002;
binocula","0.002","=","10","2037","2046"," "
"40_3_585","F <U+2AFD> 6.53, p = 0.01; contra v","0.01","=","10","2086","2094"," "
"40_3_585","r-contra: p = 0.01; binocula","0.01","=","10","2192","2200"," "
"40_3_585","lar-ipsi: p = 0.45;
monocula","0.45","=","10","2218","2226"," "
"40_3_585","r-contra: p = 0.01; monocula","0.01","=","10","2246","2254"," "
"40_3_585","lar-ipsi: p = 0.14. H, Perce","0.14","=","10","2272","2280"," "
"40_3_585","F <U+2AFD> 7.21, p = 0.009; contra v","0.009","=","10","2490","2499"," "
"40_3_585","r-contra: p = 0.005; binocula","0.005","=","10","2598","2607"," "
"40_3_585","lar-ipsi: p = 0.15; monocula","0.15","=","10","2625","2633"," "
"40_3_585","r-contra: p = 0.009; monocula","0.009","=","10","2653","2662"," "
"40_3_585","lar-ipsi: p = 0.01. A–H, n <U+2AFD>","0.01","=","10","2680","2688"," "
"40_3_585","iterion ( p < 0.05) in deter","0.05","<","10","2910","2918"," "
"40_3_585","s study ( p < 0.01; see Mate","0.01","<","10","3005","3013"," "
"40_3_585"," <U+2AFD> 10.95, p = 0.004; 37% vers","0.004","=","10","3247","3256"," "
"40_3_585","F <U+2AFD> 7.48, p = 0.008; binocula","0.008","=","10","3369","3378"," "
"40_3_585","F <U+2AFD> 8.03, p = 0.006; contra v","0.006","=","10","3418","3427"," "
"40_3_585","r-contra: p = 0.02; binocula","0.02","=","10","3525","3533"," "
"40_3_585","lar-ipsi: p = 0.08; monocula","0.08","=","10","3551","3559"," "
"40_3_585","r-contra: p = 0.11; monocula","0.11","=","10","3579","3587"," "
"40_3_585","lar-ipsi: p = 0.55. K, Same ","0.55","=","10","3605","3613"," "
"40_3_585"," <U+2AFD> 10.50, p = 0.002; binocula","0.002","=","10","3685","3694"," "
"40_3_585","F <U+2AFD> 7.87, p = 0.007; contra v","0.007","=","10","3734","3743"," "
"40_3_585","r-contra: p = 0.04; binocula","0.04","=","10","3841","3849"," "
"40_3_585","lar-ipsi: p = 0.01; monocula","0.01","=","10","3867","3875"," "
"40_3_585","r-contra: p = 0.05; monocula","0.05","=","10","3895","3903"," "
"40_3_585","lar-ipsi: p = 0.44. I–K, n <U+2AFD>","0.44","=","10","3921","3929"," "
"40_3_585","p <U+2B0E> 0.1. †p < 0.1, *p < 0.0","0.1","<","10","4032","4039","†"
"40_3_585","p < 0.1, *p < 0.05, **p < 0.","0.05","<","10","4042","4050","*"
"40_3_585","< 0.05, **p < 0.01, ***p < 0","0.01","<","10","4054","4062","*"
"40_3_585"," 0.01, ***p < 0.001, ****p < ","0.001","<","10","4067","4076","*"
"40_3_585",".001, ****p < 0.0001.


betwee","1e-04","<","10","4082","4092","*"
"40_3_585","F <U+2AFD> 0.75, p = 0.39; binocula","0.39","=","11","1062","1070"," "
"40_3_585","F <U+2AFD> 3.67, p = 0.06; contra-o","0.06","=","11","1093","1101"," "
"40_3_585"," <U+2AFD> 0.002, p = 0.96. D, Ipsi-","0.96","=","11","1127","1135"," "
"40_3_585"," <U+2AFD> 14.57, p = 0.0006). E, Viol","6e-04","=","11","1364","1374"," "
"40_3_585","F <U+2AFD> 0.08, p = 0.78; binocula","0.78","=","11","1558","1566"," "
"40_3_585","F <U+2AFD> 2.41, p = 0.12. In box p","0.12","=","11","1606","1614"," "
"40_3_585","F <U+2AFD> 0.70, p = 0.53; binocula","0.53","=","11","2139","2147"," "
"40_3_585","F <U+2AFD> 2.30, p = 0.13; contra v","0.13","=","11","2187","2195"," "
"40_3_585"," <U+2AFD> 16.41, p = 0.0001. H, Perce","1e-04","=","11","2228","2238"," "
"40_3_585","F <U+2AFD> 1.48, p = 0.22;
binocula","0.22","=","11","2401","2409"," "
"40_3_585","F <U+2AFD> 9.19, p = 0.003; contra v","0.003","=","11","2449","2458"," "
"40_3_585"," <U+2AFD> 14.60, p = 0.0002. B–H, n <U+2AFD>","2e-04","=","11","2491","2501"," "
"40_3_585","iterion ( p < 0.05) in deter","0.05","<","11","2734","2742"," "
"40_3_585","s study ( p < 0.01; see Mate","0.01","<","11","2829","2837"," "
"40_3_585","  <U+2AFD> 9.91, p = 0.007; 13% vers","0.007","=","11","3013","3022"," "
"40_3_585","F <U+2AFD> 1.42, p = 0.31; binocula","0.31","=","11","3142","3150"," "
"40_3_585","F <U+2AFD> 1.33, p = 0.25; contra v","0.25","=","11","3190","3198"," "
"40_3_585"," <U+2AFD> 15.67, p = 0.0001. K, Same ","1e-04","=","11","3231","3241"," "
"40_3_585","F <U+2AFD> 5.43, p = 0.02; binocula","0.02","=","11","3322","3330"," "
"40_3_585","F <U+2AFD> 0.75, p = 0.38; contra v","0.38","=","11","3370","3378"," "
"40_3_585"," <U+2AFD> 10.84, p = 0.001. I–K, n <U+2AFD>","0.001","=","11","3411","3420"," "
"40_3_585","<U+2B0E> 0.05. **p < 0.01, ***p < 0","0.01","<","11","3525","3533","*"
"40_3_585"," 0.01, ***p < 0.001.
","0.001","<","11","3538","3547","*"
"40_3_585"," (t test: p = 0.01). In box ","0.01","=","12","1218","1226"," "
"40_3_585","sum test: p = 0.0008). G, Frac","8e-04","=","12","1644","1654"," "
"40_3_585","sum test: p = 0.0003). B–G, n ","3e-04","=","12","2385","2395"," "
"40_3_585","boutons. *p < 0.05, ***p < 0","0.05","<","12","2543","2551","*"
"40_3_585"," 0.05, ***p < 0.001, ****p < ","0.001","<","12","2556","2565","*"
"40_3_585",".001, ****p < 0.0001.


whethe","1e-04","<","12","2571","2581","*"
"40_3_585","F <U+2AFD> 2.98, p = 0.08; binocula","0.08","=","13","709","717"," "
"40_3_585","F <U+2AFD> 9.91, p = 0.001; contra-o","0.001","=","13","941","950"," "
"40_3_585","F <U+2AFD> 1.41, p = 0.23. B, Distr","0.23","=","13","992","1000"," "
"40_3_585","F <U+2AFD> 0.12, p = 0.72; binocula","0.72","=","13","1361","1369"," "
"40_3_585","F <U+2AFD> 8.23, p = 0.004; contra-o","0.004","=","13","1409","1418"," "
"40_3_585","F <U+2AFD> 6.42, p = 0.01; contra-o","0.01","=","13","1587","1595"," "
"40_3_585","F <U+2AFD> 1.31, p = 0.25. C,
Violi","0.25","=","13","1637","1645"," "
"40_3_585","F <U+2AFD> 1.01, p = 0.33;
binocula","0.33","=","13","1823","1831"," "
"40_3_585","F <U+2AFD> 1.96, p = 0.16; binocula","0.16","=","13","1873","1881"," "
"40_3_585","F <U+2AFD> 0.95, p = 0.34; binocula","0.34","=","13","2036","2044"," "
"40_3_585"," <U+2AFD> 11.44, p = 0.0007; contra-o","7e-04","=","13","2141","2151"," "
"40_3_585","F <U+2AFD> 2.81,
p = 0.09. D, Violi","0.09","=","13","2193","2201","
"
"40_3_585","F <U+2AFD> 1.37,
p = 0.26; binocula","0.26","=","13","2379","2387","
"
"40_3_585","<U+2AFD> 0.0009, p = 0.97; binocula","0.97","=","13","2431","2439"," "
"40_3_585"," <U+2AFD> 11.38, p = 0.0007; contra-o","7e-04","=","13","2480","2490"," "
"40_3_585","F <U+2AFD> 1.03, p = 0.32; binocula","0.32","=","13","2590","2598"," "
"40_3_585","F <U+2AFD> 3.38, p = 0.06; contra-o","0.06","=","13","2695","2703"," "
"40_3_585"," <U+2AFD>
14.25, p = 0.0001. In box p","1e-04","=","13","2746","2756"," "
"40_3_585","p <U+2B0E> 0.1. †p < 0.1, *p < 0.0","0.1","<","13","3061","3068","†"
"40_3_585","p < 0.1, *p < 0.05, **p < 0.","0.05","<","13","3071","3079","*"
"40_3_585","< 0.05, **p < 0.01, ***p <U+2B0D>
0","0.01","<","13","3083","3091","*"
"40_3_585",".001, ****p < 0.0001.


<U+2B03>50% o","1e-04","<","13","3111","3121","*"
"40_3_585","oth-only: p = 0.10; remainin","0.1","=","14","1677","1685"," "
"40_3_585","sponsive: p = 0.01; suppress","0.01","=","14","1709","1717"," "
"40_3_585","ppressed: p = 0.22; n <U+2AFD> 12 f","0.22","=","14","1731","1739"," "
"40_3_585","psi-only: p = 0.32; binocula","0.32","=","14","2121","2129"," "
"40_3_585","inocular: p = 0.02; contra-o","0.02","=","14","2142","2150"," "
"40_3_585","tra-only: p = 0.10; both-onl","0.1","=","14","2165","2173"," "
"40_3_585","oth-only: p = 0.10. H, Respo","0.1","=","14","2186","2194"," "
"40_3_585","
control: p = 0.08; contra-o","0.08","=","15","1352","1360"," "
"40_3_585"," control: p = 0.002; binocula","0.002","=","15","1417","1426"," "
"40_3_585","cular MD: p = 0.18; contra-o","0.18","=","15","1442","1450"," "
"40_3_585","-only MD: p = 0.34; ipsi-onl","0.34","=","15","1468","1476"," "
"40_3_585","-only MD: p = 0.07. t tests ","0.07","=","15","1492","1500"," "
"40_3_585","inocular: p = 0.03; contra-o","0.03","=","15","1551","1559"," "
"40_3_585","tra-only: p = 0.002; ipsi-onl","0.002","=","15","1574","1583"," "
"40_3_585","psi-only: p = 0.16. E, Scatt","0.16","=","15","1596","1604"," "
"40_3_585","p <U+2B0E> 0.1. †p < 0.1, *p < 0.0","0.1","<","15","2282","2289","†"
"40_3_585","p < 0.1, *p < 0.05, **p < 0.","0.05","<","15","2292","2300","*"
"40_3_585","< 0.05, **p < 0.01,
***p < 0","0.01","<","15","2304","2312","*"
"40_3_585"," 0.01,
***p < 0.001, ****p < ","0.001","<","15","2317","2326","*"
"40_3_585",".001, ****p < 0.0001.

       ","1e-04","<","15","2332","2342","*"
"40_3_585","ntinued.) p = 0.96; monocula","0.96","=","15","3214","3222"," "
"40_3_585","F <U+2AFD> 4.59,
p = 0.03; in MD mi","0.03","=","15","3996","4004","
"
"40_3_585","F <U+2AFD> 1.06, p = 0.30. In box p","0.3","=","15","4028","4036"," "
"40_3_585"," <U+2B0E> 0.05. *p < 0.05,         ","0.05","<","15","4393","4401","*"
"40_3_585","ffects
***p < 0.001, ****p < ","0.001","<","15","4478","4487","*"
"40_3_585",".001, ****p < 0.0001.         ","1e-04","<","15","4493","4503","*"
"40_3_585","; t test: p = 0.19). D, Mean","0.19","=","16","1092","1100"," "
"40_3_585","F <U+2AFD> 1.95, p = 0.18, effect o","0.18","=","16","1297","1305"," "
"40_3_585","F <U+2AFD> 0.04, p = 0.84,
effect o","0.84","=","16","1543","1551"," "
"40_3_585","F <U+2AFD> 0.35, p = 0.57). In box ","0.57","=","16","1777","1785"," "
"40_3_585","; t test: p = 0.00058).        ","0.00058","=","16","6131","6142"," "
"40_3_605","decrease (p < 0.001) in the p","0.001","<","1","2491","2500","("
"40_3_605","increase (p < 0.001) in corti","0.001","<","1","2550","2559","("
"40_3_605",")
   Sevo p < 0.001          ","0.001","<","5","1005","1014"," "
"40_3_605",")         p < 0.001       0.2","0.001","<","5","1082","1091"," "
"40_3_605","          p < 0.001       0.3","0.001","<","5","1155","1164"," "
"40_3_605",")
   CARB p < 0.001         p","0.001","<","5","1229","1238"," "
"40_3_605","1         p = 0.74          ","0.74","=","5","1247","1255"," "
"40_3_605",")         p < 0.001     p = 0","0.001","<","5","1306","1315"," "
"40_3_605","0.001     p = 0.98          ","0.98","=","5","1320","1328"," "
"40_3_605","          p = 0.0017 p = 0.98 ","0.0017","=","5","1379","1389"," "
"40_3_605"," = 0.0017 p = 0.98          ","0.98","=","5","1390","1398"," "
"40_3_605"," Rec      p < 0.001     p < 0","0.001","<","5","1458","1467"," "
"40_3_605","0.001     p < 0.001         p","0.001","<","5","1472","1481"," "
"40_3_605","1         p < 0.001          ","0.001","<","5","1490","1499"," "
"40_3_605",")a        p = 0.39      p < ","0.39","=","5","1531","1539"," "
"40_3_605","0.39      p < 0.001        p ","0.001","<","5","1545","1554"," "
"40_3_605","01        p < 0.001         0","0.001","<","5","1562","1571"," "
"40_3_605","          p = 0.89      p < ","0.89","=","5","1604","1612"," "
"40_3_605","0.89      p < 0.001         p","0.001","<","5","1618","1627"," "
"40_3_605","1         p < 0.001          ","0.001","<","5","1636","1645"," "
"40_3_605","27) <U+2AFD> 63; p < 0.001          ","0.001","<","5","1719","1728"," "
"40_3_605","27) <U+2AFD> 25; p < 0.001          ","0.001","<","5","1791","1800"," "
"40_3_605","27) <U+2AFD> 12; p < 0.001
Parietal ","0.001","<","5","1865","1874"," "
"40_3_605",")
   Sevo p < 0.001          ","0.001","<","5","2132","2141"," "
"40_3_605",")         p < 0.001         0","0.001","<","5","2209","2218"," "
"40_3_605","5)        p < 0.001         0","0.001","<","5","2282","2291"," "
"40_3_605",")
   CARB p < 0.001         p","0.001","<","5","2355","2364"," "
"40_3_605","1         p = 0.88          ","0.88","=","5","2373","2381"," "
"40_3_605",")         p < 0.001       p =","0.001","<","5","2432","2441"," "
"40_3_605","001       p = 0.95          ","0.95","=","5","2448","2456"," "
"40_3_605","9)        p < 0.001       p<U+2AFD>1","0.001","<","5","2505","2514"," "
"40_3_605"," Rec      p < 0.001     p = 0","0.001","<","5","2582","2591"," "
"40_3_605","0.001     p = 0.59          ","0.59","=","5","2596","2604"," "
"40_3_605","          p = 0.96          ","0.96","=","5","2614","2622"," "
"40_3_605",")a        p = 0.12        p ","0.12","=","5","2655","2663"," "
"40_3_605","12        p < 0.001        p ","0.001","<","5","2671","2680"," "
"40_3_605","01        p < 0.001          ","0.001","<","5","2688","2697"," "
"40_3_605",")a        p = 0.98        p ","0.98","=","5","2728","2736"," "
"40_3_605","98        p < 0.001         p","0.001","<","5","2744","2753"," "
"40_3_605","1         p < 0.001          ","0.001","<","5","2762","2771"," "
"40_3_605","30) <U+2AFD> 15; p < 0.001          ","0.001","<","5","2841","2850"," "
"40_3_605","30) <U+2AFD> 88; p < 0.001          ","0.001","<","5","2915","2924"," "
"40_3_605","30) <U+2AFD> 54; p < 0.001
a
 Mean (","0.001","<","5","2989","2998"," "
"40_3_605",")
   Sevo p < 0.001 0.22 (0.0","0.001","<","5","4002","4011"," "
"40_3_605","9 (0.029) p < 0.001 0.23 (0.0","0.001","<","5","4062","4071"," "
"40_3_605","8 (0.061) p < 0.001 0.29 (0.0","0.001","<","5","4118","4127"," "
"40_3_605"," NA       p < 0.001 p = 0.87 ","0.001","<","5","4185","4194"," "
"40_3_605","p < 0.001 p = 0.87         0","0.87","=","5","4195","4203"," "
"40_3_605","3 (0.025) p < 0.001 p < 0.26 ","0.001","<","5","4241","4250"," "
"40_3_605","p < 0.001 p < 0.26          ","0.26","<","5","4251","4259"," "
"40_3_605","4 (0.068) p < 0.001 p = 0.94 ","0.001","<","5","4297","4306"," "
"40_3_605","p < 0.001 p = 0.94          ","0.94","=","5","4307","4315"," "
"40_3_605","9)
   Rec p < 0.001 p < 0.001","0.001","<","5","4359","4368"," "
"40_3_605","p < 0.001 p < 0.001          ","0.001","<","5","4369","4378"," "
"40_3_605","          p < 0.001       0.2","0.001","<","5","4391","4400"," "
"40_3_605"," (0.040)a p < 0.001 p < 0.001","0.001","<","5","4421","4430"," "
"40_3_605","p < 0.001 p < 0.001         p","0.001","<","5","4431","4440"," "
"40_3_605","1         p < 0.001     0.41 ","0.001","<","5","4449","4458"," "
"40_3_605"," (0.066)a p = 0.14   p < 0.0","0.14","=","5","4477","4485"," "
"40_3_605"," = 0.14   p < 0.001       p <","0.001","<","5","4488","4497"," "
"40_3_605","001       p < 0.001     0.52 ","0.001","<","5","4504","4513"," "
"40_3_605","21) <U+2AFD> 61; p < 0.001          ","0.001","<","5","4574","4583"," "
"40_3_605","21) <U+2AFD> 78; p < 0.001          ","0.001","<","5","4631","4640"," "
"40_3_605","21) <U+2AFD> 36; p < 0.001
Parietal ","0.001","<","5","4686","4695"," "
"40_3_605",")
   Sevo p < 0.001 0.20 (0.0","0.001","<","5","4900","4909"," "
"40_3_605","9 (0.018) p < 0.001 0.22 (0.0","0.001","<","5","4960","4969"," "
"40_3_605","1 (0.083) p < 0.001 0.33 (0.0","0.001","<","5","5016","5025"," "
"40_3_605"," NA       p < 0.001 p <U+2AFD> 1    ","0.001","<","5","5082","5091"," "
"40_3_605","7 (0.021) p < 0.001 p = 0.021","0.001","<","5","5138","5147"," "
"40_3_605","p < 0.001 p = 0.021          ","0.021","=","5","5148","5157"," "
"40_3_605","3 (0.065) p < 0.001 p = 0.84 ","0.001","<","5","5194","5203"," "
"40_3_605","p < 0.001 p = 0.84          ","0.84","=","5","5204","5212"," "
"40_3_605","9)
   Rec p < 0.001 p = 0.11 ","0.001","<","5","5256","5265"," "
"40_3_605","p < 0.001 p = 0.11          ","0.11","=","5","5266","5274"," "
"40_3_605","          p = 0.17        0.","0.17","=","5","5288","5296"," "
"40_3_605"," (0.014)a p < 0.001 p < 0.001","0.001","<","5","5318","5327"," "
"40_3_605","p < 0.001 p < 0.001         p","0.001","<","5","5328","5337"," "
"40_3_605","1         p < 0.001     0.43 ","0.001","<","5","5346","5355"," "
"40_3_605"," (0.079)a p = 0.0036 p < 0.001","0.0036","=","5","5374","5384"," "
"40_3_605"," = 0.0036 p < 0.001       p <","0.001","<","5","5385","5394"," "
"40_3_605","001       p < 0.001     0.56 ","0.001","<","5","5401","5410"," "
"40_3_605","30) <U+2AFD> 38; p < 0.001          ","0.001","<","5","5471","5480"," "
"40_3_605","30) <U+2AFD> 69; p < 0.001          ","0.001","<","5","5528","5537"," "
"40_3_605","30) <U+2AFD> 65; p < 0.001
a
 Mean (","0.001","<","5","5583","5592"," "
"40_3_605","h gamma ( p < 0.001) and medi","0.001","<","5","6195","6204"," "
"40_3_605","tly low ( p < 0.001) compared","0.001","<","5","6619","6628"," "
"40_3_605","        ( p < 0.001) compared","0.001","<","5","7624","7633"," "
"40_3_605","oflurane, p < 0.001          ","0.001","<","5","7730","7739"," "
"40_3_605","oflurane, p < 0.001 compared ","0.001","<","5","8079","8088"," "
"40_3_605","ke state (p = 0.14), the hig","0.14","=","5","8373","8381","("
"40_3_605","y below ( p < 0.001) than    ","0.001","<","5","8835","8844"," "
"40_3_605","ly lower (p < 0.001) than the","0.001","<","5","9123","9132","("
"40_3_605","flurane ( p < 0.001) and carb","0.001","<","5","9373","9382"," "
"40_3_605","
livery ( p < 0.001) epochs (","0.001","<","5","9535","9544"," "
"40_3_605","    rane (p < 0.001) and NA d","0.001","<","5","9650","9659","("
"40_3_605","delivery (p < 0.001) epochs b","0.001","<","5","9678","9687","("
